"","year","Loaded.Imports","Loaded.Exports","Total.TEUs","Empty.Imports","Empty.Exports","Total.Imports","Total.Exports","month","port","norm.exports","month.num","Date","day","Balance"
"753","2005",77105,57127,169756,4079,31446,81184,88572,"Sep","Savannah",0.0872858431018936,9,"2005-9-01",2005-09-01,7388
"754","2005",84996,61939,191112,6073,38104,91069,100043,"Oct","Savannah",0.0985902723371126,10,"2005-10-01",2005-10-01,8974
"755","2005",65488,53555,161789,5411,37335,70899,90890,"Nov","Savannah",0.0895701833483619,11,"2005-11-01",2005-11-01,19991
"756","2005",62178,57840,153174,6670,26486,68848,84326,"Dec","Savannah",0.0831014994062489,12,"2005-12-01",2005-12-01,15478
"757","2006",74750,63628,177539,8313,30848,83063,94476,"Jan","Savannah",0.0789907352519441,1,"2006-1-01",2006-01-01,11413
"758","2006",66085,59258,160792,7140,28310,73225,87567,"Feb","Savannah",0.0732141677654324,2,"2006-2-01",2006-02-01,14342
"759","2006",59711,71847,172193,13391,27243,73102,99091,"Mar","Savannah",0.0828493050811888,3,"2006-3-01",2006-03-01,25989
"760","2006",69304,65893,173389,11925,26267,81229,92160,"April","Savannah",0.0770543435456536,4,"2006-4-01",2006-04-01,10931
"761","2006",68357,65682,177743,8284,35420,76641,101102,"May","Savannah",0.0845306883805628,5,"2006-5-01",2006-05-01,24461
"762","2006",67133,66364,175411,9465,32449,76598,98813,"June","Savannah",0.082616871188983,6,"2006-6-01",2006-06-01,22215
"763","2006",74545,67033,182433,8130,32724,82675,99758,"July","Savannah",0.0834069792038554,7,"2006-7-01",2006-07-01,17083
"764","2006",73623,61948,181419,6102,39746,79725,101694,"Aug","Savannah",0.0850256555179221,8,"2006-8-01",2006-08-01,21969
"765","2006",82071,64599,193612,6073,40869,88144,105468,"Sep","Savannah",0.0881810710185872,9,"2006-9-01",2006-09-01,17324
"766","2006",89533,65496,207625,5786,46810,95319,112306,"Oct","Savannah",0.0938982758923413,10,"2006-10-01",2006-10-01,16987
"767","2006",72117,61249,180292,6516,40410,78633,101659,"Nov","Savannah",0.084996392258112,11,"2006-11-01",2006-11-01,23026
"768","2006",69004,69448,177752,6803,32497,75807,101945,"Dec","Savannah",0.0852355148954173,12,"2006-12-01",2006-12-01,26138
"769","2007",72681,65411,177387,8911,30385,81591,95796,"Jan","Savannah",0.0682187677808819,1,"2007-1-01",2007-01-01,14205
"770","2007",80214,72735,189036,7107,28980,87321,101715,"Feb","Savannah",0.0724338382065263,2,"2007-2-01",2007-02-01,14394
"771","2007",80744,80116,207988,12400,34729,93144,114844,"Mar","Savannah",0.0817833329891394,3,"2007-3-01",2007-03-01,21700
"772","2007",81643,82781,204733,10770,29539,92413,112320,"April","Savannah",0.0799859284014849,4,"2007-4-01",2007-04-01,19907
"773","2007",87599,88340,220806,11318,33549,98917,121889,"May","Savannah",0.0868002566500053,5,"2007-5-01",2007-05-01,22972
"774","2007",86213,86548,215200,13864,28575,100077,115123,"June","Savannah",0.0819820159843674,6,"2007-6-01",2007-06-01,15046
"775","2007",97495,88843,231692,10815,34539,108310,123382,"July","Savannah",0.0878634599183762,7,"2007-7-01",2007-07-01,15072
"776","2007",97841,88718,236008,9925,39525,107765,128243,"Aug","Savannah",0.0913251016381021,8,"2007-8-01",2007-08-01,20478
"777","2007",104953,89901,250551,12593,43103,117547,133004,"Sep","Savannah",0.0947155308147356,9,"2007-9-01",2007-09-01,15457
"778","2007",110353,89040,249502,10428,39680,120782,128720,"Oct","Savannah",0.0916647854686533,10,"2007-10-01",2007-10-01,7938
"779","2007",90415,86338,218391,7700,33938,98115,120276,"Nov","Savannah",0.0856515983299234,11,"2007-11-01",2007-11-01,22161
"780","2007",83875,86601,203016,10207,22334,94081,108935,"Dec","Savannah",0.0775753838178041,12,"2007-12-01",2007-12-01,14854
"781","2008",93160,90158,223717,14466,25934,107626,116091,"Jan","Savannah",0.0835235121445839,1,"2008-1-01",2008-01-01,8465
"782","2008",89539,90117,214386,10308,24422,99847,114539,"Feb","Savannah",0.082406901116611,2,"2008-2-01",2008-02-01,14692
"783","2008",85021,93905,218209,17090,22193,102111,116098,"Mar","Savannah",0.0835285484056636,3,"2008-3-01",2008-03-01,13987
"784","2008",91314,93234,218469,11304,22617,102618,115851,"April","Savannah",0.0833508403361344,4,"2008-4-01",2008-04-01,13233
"785","2008",87036,94551,213979,13977,18416,101013,112966,"May","Savannah",0.0812751813053989,5,"2008-5-01",2008-05-01,11953
"786","2008",83731,93997,209673,14299,17647,98030,111643,"June","Savannah",0.0803233279613215,6,"2008-6-01",2008-06-01,13613
"787","2008",91047,96543,220797,15017,18190,106064,114733,"July","Savannah",0.0825464774951076,7,"2008-7-01",2008-07-01,8669
"788","2008",94552,98873,228543,13697,21421,108249,120294,"Aug","Savannah",0.0865474271900541,8,"2008-8-01",2008-08-01,12045
"789","2008",105628,98779,240140,12144,23589,117772,122368,"Sep","Savannah",0.0880395994014044,9,"2008-9-01",2008-09-01,4596
"790","2008",94743,86478,230253,9660,39372,104403,125850,"Oct","Savannah",0.0905447795556579,10,"2008-10-01",2008-10-01,21447
"791","2008",84954,79217,213763,10315,39277,95269,118494,"Nov","Savannah",0.0852523886266836,11,"2008-11-01",2008-11-01,23225
"792","2008",72535,67097,184197,10669,33897,83204,100993,"Dec","Savannah",0.0726610164613791,12,"2008-12-01",2008-12-01,17789
"793","2009",77898,66309,188109,10212,33690,88110,99999,"Jan","Savannah",0.0802192574670837,1,"2009-1-01",2009-01-01,11889
"794","2009",68418,66612,167970,9758,23181,78176,89794,"Feb","Savannah",0.0720328003779969,2,"2009-2-01",2009-02-01,11618
"795","2009",60609,79067,171987,16627,15684,77236,94751,"Mar","Savannah",0.0760093087357238,3,"2009-3-01",2009-03-01,17515
"796","2009",73703,81254,193839,21721,17161,95424,98415,"April","Savannah",0.0789485717219476,4,"2009-4-01",2009-04-01,2991
"797","2009",67298,83043,185918,18635,16941,85933,99985,"May","Savannah",0.0802080266587302,5,"2009-5-01",2009-05-01,14052
"798","2009",64375,84127,179451,17579,13370,81954,97497,"June","Savannah",0.0782121515741983,6,"2009-6-01",2009-06-01,15543
"799","2009",73550,91832,208087,23741,18963,97291,110796,"July","Savannah",0.0888806173094032,7,"2009-7-01",2009-07-01,13505
"800","2009",76887,93895,207260,19649,16829,96536,110724,"Aug","Savannah",0.0888228588664424,8,"2009-8-01",2009-08-01,14188
"801","2009",77538,88136,202911,22777,14460,100315,102596,"Sep","Savannah",0.0823025724166534,9,"2009-9-01",2009-09-01,2281
"802","2009",92233,102595,234084,18652,20605,110885,123199,"Oct","Savannah",0.0988303113099856,10,"2009-10-01",2009-10-01,12314
"803","2009",73267,91422,199314,20100,14525,93367,105947,"Nov","Savannah",0.0849907466161173,11,"2009-11-01",2009-11-01,12580
"804","2009",77779,98509,217585,26938,14358,104717,112868,"Dec","Savannah",0.0905427769457175,12,"2009-12-01",2009-12-01,8151
"805","2010",80634,95699,225838,29093,20412,109727,116111,"Jan","Savannah",0.0779964142513692,1,"2010-1-01",2010-01-01,6384
"806","2010",72736,87670,202568,21712,20451,94447,108121,"Feb","Savannah",0.0726292108867574,2,"2010-2-01",2010-02-01,13674
"807","2010",81475,97698,227861,30758,17930,112233,115628,"Mar","Savannah",0.077671963785148,3,"2010-3-01",2010-03-01,3395
"808","2010",87595,103184,239742,25391,23573,112986,126756,"April","Savannah",0.0851470875700541,4,"2010-4-01",2010-04-01,13770
"809","2010",87386,92067,231762,23092,29217,110478,121284,"May","Savannah",0.0814713257664051,5,"2010-5-01",2010-05-01,10806
"810","2010",88874,97277,240735,24496,30088,113370,127365,"June","Savannah",0.085556177288333,6,"2010-6-01",2010-06-01,13995
"811","2010",95145,101259,251129,22393,32332,117538,133591,"July","Savannah",0.0897384311241369,7,"2010-7-01",2010-07-01,16053
"812","2010",96991,94226,248471,22478,34777,119469,129002,"Aug","Savannah",0.0866558158249875,8,"2010-8-01",2010-08-01,9533
"813","2010",95186,89053,242994,20960,37796,116145,126849,"Sep","Savannah",0.0852095593989538,9,"2010-9-01",2010-09-01,10704
"814","2010",106122,104580,273277,23072,39503,129194,144083,"Oct","Savannah",0.0967863282081803,10,"2010-10-01",2010-10-01,14889
"815","2010",81173,93689,222281,19497,27922,100670,121611,"Nov","Savannah",0.0816909847776977,11,"2010-11-01",2010-11-01,20941
"816","2010",77941,92815,218522,22312,25455,100252,118270,"Dec","Savannah",0.079446701117977,12,"2010-12-01",2010-12-01,18018
"817","2011",88576,106602,236981,23122,18681,111698,125283,"Jan","Savannah",0.0795810913045384,1,"2011-1-01",2011-01-01,13585
"818","2011",86372,103268,235643,25707,20296,112079,123564,"Feb","Savannah",0.0784891642597478,2,"2011-2-01",2011-02-01,11485
"819","2011",77850,111951,238013,30671,17541,108521,129492,"Mar","Savannah",0.0822546927772107,3,"2011-3-01",2011-03-01,20971
"820","2011",91188,111364,260063,31739,25772,122927,137136,"April","Savannah",0.0871102427076234,4,"2011-4-01",2011-04-01,14209
"821","2011",90547,107750,254331,30472,25562,121019,133312,"May","Savannah",0.0846811973211898,5,"2011-5-01",2011-05-01,12293
"822","2011",87803,99740,245544,27524,30477,115327,130217,"June","Savannah",0.0827152204720758,6,"2011-6-01",2011-06-01,14890
"823","2011",95264,104472,262723,26883,36104,122147,140576,"July","Savannah",0.0892953672184318,7,"2011-7-01",2011-07-01,18429
"824","2011",90054,97219,237791,20856,29663,110909,126882,"Aug","Savannah",0.0805967930756961,8,"2011-8-01",2011-08-01,15973
"825","2011",100544,105447,269856,25959,37907,126502,143354,"Sep","Savannah",0.0910599823030323,9,"2011-9-01",2011-09-01,16852
"826","2011",96302,101826,255116,21087,35901,117389,137727,"Oct","Savannah",0.0874856521802651,10,"2011-10-01",2011-10-01,20338
"827","2011",82402,93661,234151,23866,34221,106268,127883,"Nov","Savannah",0.0812326388999168,11,"2011-11-01",2011-11-01,21615
"828","2011",78297,97978,214471,17319,20877,95616,118855,"Dec","Savannah",0.075497957480272,12,"2011-12-01",2011-12-01,23239
"829","2012",91847,106475,247102,26226,22554,118072,129030,"Jan","Savannah",0.081556004887166,1,"2012-1-01",2012-01-01,10958
"830","2012",86235,104113,237076,28342,18387,114577,122499,"Feb","Savannah",0.0774279550699291,2,"2012-2-01",2012-02-01,7922
"831","2012",87557,118999,259795,30976,22264,118533,141262,"Mar","Savannah",0.089287486339385,3,"2012-3-01",2012-03-01,22729
"832","2012",91139,106015,248911,29123,22634,120262,128649,"April","Savannah",0.081315186179408,4,"2012-4-01",2012-04-01,8387
"833","2012",93116,110038,256529,23758,29618,116874,139655,"May","Savannah",0.0882717496901276,5,"2012-5-01",2012-05-01,22781
"834","2012",93855,112144,258949,25762,27190,119616,139333,"June","Savannah",0.0880682231182167,6,"2012-6-01",2012-06-01,19717
"835","2012",94172,99999,252130,25842,32118,120014,132116,"July","Savannah",0.0835065732129956,7,"2012-7-01",2012-07-01,12102
"836","2012",100003,105906,270610,27361,37341,127364,143246,"Aug","Savannah",0.0905415134160039,8,"2012-8-01",2012-08-01,15882
"837","2012",97051,100329,257160,22890,36889,119941,137219,"Sep","Savannah",0.0867320269287145,9,"2012-9-01",2012-09-01,17278
"838","2012",86785,89819,230640,16536,37501,103321,127319,"Oct","Savannah",0.080474532947602,10,"2012-10-01",2012-10-01,23998
"839","2012",84849,95681,228184,19975,27679,104824,123360,"Nov","Savannah",0.0779721674252561,11,"2012-11-01",2012-11-01,18536
"840","2012",81682,100654,219128,19031,17761,100713,118415,"Dec","Savannah",0.0748465807851954,12,"2012-12-01",2012-12-01,17702
"841","2013",88273,95607,230372,23849,22643,112122,118250,"Jan","Savannah",0.0737323798318091,1,"2013-1-01",2013-01-01,6128
"842","2013",85645,108495,242425,29163,19122,114808,127617,"Feb","Savannah",0.0795729819619111,2,"2013-2-01",2013-02-01,12809
"843","2013",80121,108476,232545,24997,18952,105117,127428,"Mar","Savannah",0.079455134860108,3,"2013-3-01",2013-03-01,22311
"844","2013",92187,108956,258951,31775,26032,123963,134988,"April","Savannah",0.0841690189322304,4,"2013-4-01",2013-04-01,11025
"845","2013",96409,103913,261520,27527,33672,123936,137584,"May","Savannah",0.0857877018755148,5,"2013-5-01",2013-05-01,13648
"846","2013",97609,105689,265787,27429,35060,125038,140749,"June","Savannah",0.0877611731834867,6,"2013-6-01",2013-06-01,15711
"847","2013",94971,97017,246652,21314,33351,116284,130368,"July","Savannah",0.0812883119992667,7,"2013-7-01",2013-07-01,14084
"848","2013",111356,108814,280813,22717,37926,134073,146740,"Aug","Savannah",0.091496739251752,8,"2013-8-01",2013-08-01,12667
"849","2013",102049,101876,261821,25118,32778,127167,134654,"Sep","Savannah",0.0839607600327478,9,"2013-9-01",2013-09-01,7487
"850","2013",110838,107834,274328,12403,43253,123241,151087,"Oct","Savannah",0.0942072225932224,10,"2013-10-01",2013-10-01,27846
"851","2013",97596,104127,243215,16586,24906,114182,129033,"Nov","Savannah",0.0804558999309753,11,"2013-11-01",2013-11-01,14851
"852","2013",88747,98320,235300,21279,26955,110025,125275,"Dec","Savannah",0.0781126755469758,12,"2013-12-01",2013-12-01,15250
"853","2014",100882,108009,259091,26136,24064,127018,132073,"Jan","Savannah",0.0758438273990586,1,"2014-1-01",2014-01-01,5055
"854","2014",97801,105486,248750,22427,23036,120228,128522,"Feb","Savannah",0.0738046412588629,2,"2014-2-01",2014-02-01,8294
"855","2014",99312,113279,260560,23127,24842,122439,138121,"Mar","Savannah",0.0793169329400057,3,"2014-3-01",2014-03-01,15682
"856","2014",100163,113826,266935,24629,28317,124792,142143,"April","Savannah",0.081626594065285,4,"2014-4-01",2014-04-01,17351
"857","2014",112241,114496,290436,29872,33828,142113,148323,"May","Savannah",0.0851755015128797,5,"2014-5-01",2014-05-01,6210
"858","2014",101667,103964,268119,24900,37589,126567,141552,"June","Savannah",0.0812872082559761,6,"2014-6-01",2014-06-01,14985
"859","2014",122227,108371,293889,21910,41382,144137,149752,"July","Savannah",0.0859961145780274,7,"2014-7-01",2014-07-01,5615
"860","2014",127548,106746,301822,18664,48864,146212,155610,"Aug","Savannah",0.0893601113139514,8,"2014-8-01",2014-08-01,9398
"861","2014",123216,104530,295698,16445,51507,139661,156037,"Sep","Savannah",0.0896053189968192,9,"2014-9-01",2014-09-01,16376
"862","2014",131987,110829,311760,18923,50021,150910,160850,"Oct","Savannah",0.0923692173051159,10,"2014-10-01",2014-10-01,9940
"863","2014",112248,101322,271358,16585,41203,128833,142525,"Nov","Savannah",0.0818459601890683,11,"2014-11-01",2014-11-01,13692
"864","2014",118140,108174,277634,13622,37699,131761,145873,"Dec","Savannah",0.0837685721849498,12,"2014-12-01",2014-12-01,14112
"865","2015",128127,104122,293655,19776,41629,147903,145752,"Jan","Savannah",0.0759576789944853,1,"2015-1-01",2015-01-01,-2151
"866","2015",114529,106345,284037,22798,40365,137327,146710,"Feb","Savannah",0.0764569342807024,2,"2015-2-01",2015-02-01,9383
"867","2015",151671,111371,333056,19861,50153,171532,161524,"Mar","Savannah",0.0841771512013917,3,"2015-3-01",2015-03-01,-10008
"868","2015",135476,118324,335908,25402,56706,160878,175030,"April","Savannah",0.0912157126791039,4,"2015-4-01",2015-04-01,14152
"869","2015",148513,110719,338207,19095,59880,167608,170599,"May","Savannah",0.0889065266945235,5,"2015-5-01",2015-05-01,2991
"870","2015",141155,108412,330420,14678,66175,155833,174587,"June","Savannah",0.0909848461949764,6,"2015-6-01",2015-06-01,18754
"871","2015",142314,100176,324242,14115,67637,156429,167813,"July","Savannah",0.0874546214467147,7,"2015-7-01",2015-07-01,11384
"872","2015",142144,100664,315175,10522,61845,152666,162509,"Aug","Savannah",0.0846904773568445,8,"2015-8-01",2015-08-01,9843
"873","2015",139774,100687,317418,12063,64894,151837,165581,"Sep","Savannah",0.0862914295898915,9,"2015-9-01",2015-09-01,13744
"874","2015",142715,102975,321095,13051,62354,155766,165329,"Oct","Savannah",0.0861601014770244,10,"2015-10-01",2015-10-01,9563
"875","2015",124773,97542,284146,11721,50110,136494,147652,"Nov","Savannah",0.076947851274039,11,"2015-11-01",2015-11-01,11158
"876","2015",111401,90131,260074,12901,45641,124302,135772,"Dec","Savannah",0.0707566688103028,12,"2015-12-01",2015-12-01,11470
"877","2016",129554,100725,285301,15084,39939,144637,140664,"Jan","Savannah",0.0770179261708954,1,"2016-1-01",2016-01-01,-3973
"878","2016",140624,105745,307035,14741,45926,155364,151671,"Feb","Savannah",0.0830446018900776,2,"2016-2-01",2016-02-01,-3693
"879","2016",128378,112259,295149,11831,42682,140209,154940,"Mar","Savannah",0.0848344813237114,3,"2016-3-01",2016-03-01,14731
"880","2016",130208,111229,298041,15178,41426,145386,152655,"April","Savannah",0.083583372573068,4,"2016-4-01",2016-04-01,7269
"881","2016",141051,111687,313485,10708,50039,151759,161726,"May","Savannah",0.0885500279240903,5,"2016-5-01",2016-05-01,9967
"882","2016",132299,104995,288364,10968,40102,143267,145097,"June","Savannah",0.0794451319002617,6,"2016-6-01",2016-06-01,1830
"883","2016",145779,103322,314714,11881,53732,157660,157054,"July","Savannah",0.0859919622422497,7,"2016-7-01",2016-07-01,-606
"884","2016",152341,109218,330846,12720,56567,165061,165785,"Aug","Savannah",0.0907724569914257,8,"2016-8-01",2016-08-01,724
"885","2016",146552,103217,308348,14585,43996,161136,147212,"Sep","Savannah",0.0806031603499819,9,"2016-9-01",2016-09-01,-13924
"886","2016",150930,100636,310393,8175,50652,159105,151288,"Oct","Savannah",0.0828348974474096,10,"2016-10-01",2016-10-01,-7817
"887","2016",139732,107145,300672,11067,42728,150799,149873,"Nov","Savannah",0.08206014082502,11,"2016-11-01",2016-11-01,-926
"888","2016",133423,104094,292173,10335,44322,143758,148415,"Dec","Savannah",0.0812618403618086,12,"2016-12-01",2016-12-01,4657
"889","2017",154363,117390,331468,14027,45689,168390,163078,"Jan","Savannah",0.0799601469190107,1,"2017-1-01",2017-01-01,-5312
"890","2017",148374,119090,330540,15120,47956,163494,167046,"Feb","Savannah",0.0819057304003793,2,"2017-2-01",2017-02-01,3552
"891","2017",137392,119652,311770,15595,39132,152986,158784,"Mar","Savannah",0.0778547196334772,3,"2017-3-01",2017-03-01,5798
"892","2017",149258,114554,333006,13834,55360,163092,169914,"April","Savannah",0.083311963622296,4,"2017-4-01",2017-04-01,6822
"893","2017",160086,117261,350105,13054,59704,173140,176965,"May","Savannah",0.0867691987853832,5,"2017-5-01",2017-05-01,3825
"894","2017",154738,112845,337712,8335,61794,163073,174639,"June","Savannah",0.0856287181458511,6,"2017-6-01",2017-06-01,11566
"895","2017",159570,106117,336099,9766,60646,169336,166763,"July","Savannah",0.0817669702881748,7,"2017-7-01",2017-07-01,-2573
"896","2017",164496,109243,348297,8450,66108,172946,175351,"Aug","Savannah",0.0859778248592418,8,"2017-8-01",2017-08-01,2405
"897","2017",166885,96320,325141,9116,52820,176001,149140,"Sep","Savannah",0.0731260888133363,9,"2017-9-01",2017-09-01,-26861
"898","2017",188369,128403,409814,10750,82291,199119,210695,"Oct","Savannah",0.103307639013852,10,"2017-10-01",2017-10-01,11576
"899","2017",144181,113278,309147,6270,45418,150451,158696,"Nov","Savannah",0.077811571612721,11,"2017-11-01",2017-11-01,8245
"900","2017",148121,118300,323117,6576,50120,154697,168420,"Dec","Savannah",0.0825794279062766,12,"2017-12-01",2017-12-01,13723
"901","2018",169758,107499,338793,8491,53045,178249,160544,"Jan","Savannah",0.0739810236536149,1,"2018-1-01",2018-01-01,-17705
"902","2018",158890,120734,341094,15235,46235,174125,166969,"Feb","Savannah",0.0769417576391545,2,"2018-2-01",2018-02-01,-7156
"903","2018",159699,132822,355208,13089,49599,172787,182421,"Mar","Savannah",0.0840622652725488,3,"2018-3-01",2018-03-01,9634
"904","2018",161691,141353,356717,15800,37872,177491,179226,"April","Savannah",0.0825899625357707,4,"2018-4-01",2018-04-01,1735
"905","2018",165828,136252,361028,10051,48897,175879,185149,"May","Savannah",0.0853193675780044,5,"2018-5-01",2018-05-01,9270
"906","2018",175617,124822,370726,9741,60546,185358,185368,"June","Savannah",0.0854202859815582,6,"2018-6-01",2018-06-01,10
"907","2018",181875,118871,378768,6806,71216,188681,190087,"July","Savannah",0.08759487021156,7,"2018-7-01",2018-07-01,1406
"908","2018",182883,121582,375844,5121,66258,188004,187840,"Aug","Savannah",0.0865594197422203,8,"2018-8-01",2018-08-01,-164
"909","2018",173691,113328,364149,5967,71164,179658,184491,"Sep","Savannah",0.0850161515527149,9,"2018-9-01",2018-09-01,4833
"910","2018",205836,120395,413778,3730,83817,209566,204212,"Oct","Savannah",0.0941038768334662,10,"2018-10-01",2018-10-01,-5354
"911","2018",169159,108240,344506,3873,63235,173032,171474,"Nov","Savannah",0.079017727538743,11,"2018-11-01",2018-11-01,-1558
"912","2018",176441,98507,351367,2637,73782,179078,172289,"Dec","Savannah",0.0793932914606441,12,"2018-12-01",2018-12-01,-6789
"913","2019",209583,124373,430078,2216,93907,211799,218279,"Jan","Savannah",0.0947260340256709,1,"2019-1-01",2019-01-01,6480
"914","2019",149685,105260,312042,4465,52633,154149,157893,"Feb","Savannah",0.0685204609257659,2,"2019-2-01",2019-02-01,3744
"915","2019",186369,155083,410326,9785,59089,196154,214172,"Mar","Savannah",0.0929437287111724,3,"2019-3-01",2019-03-01,18018
"916","2019",175661,129726,364481,7386,51707,183047,181434,"April","Savannah",0.0787364943829392,4,"2019-4-01",2019-04-01,-1613
"917","2019",185265,126895,373394,2773,58461,188038,185356,"May","Savannah",0.0804385156742621,5,"2019-5-01",2019-05-01,-2682
"918","2019",168799,119295,361906,4756,69056,173555,188351,"June","Savannah",0.0817382489143213,6,"2019-6-01",2019-06-01,14796
"919","2019",197341,117790,387022,5401,66491,202742,184280,"July","Savannah",0.079971566436765,7,"2019-7-01",2019-07-01,-18462
"920","2019",217017,125558,437747,6095,89076,223113,214634,"Aug","Savannah",0.093144221785265,8,"2019-8-01",2019-08-01,-8479
"921","2019",183466,107972,370000,8879,69683,192345,177655,"Sep","Savannah",0.0770965304716925,9,"2019-9-01",2019-09-01,-14690
"922","2019",199483,127971,428381,7678,93250,207160,221221,"Oct","Savannah",0.0960027669780096,10,"2019-10-01",2019-10-01,14061
"923","2019",173863,119126,362964,7383,62592,181246,181718,"Nov","Savannah",0.0788597412077061,11,"2019-11-01",2019-11-01,472
"924","2019",172124,111324,360834,9385,68002,181508,179326,"Dec","Savannah",0.07782169048643,12,"2019-12-01",2019-12-01,-2182
"925","2020",188762,121960,377672,6950,60000,195712,181960,"Jan","Savannah",0.127893344429231,1,"2020-1-01",2020-01-01,-13752
"926","2020",170007,125953,364405,11042,57404,181049,183356,"Feb","Savannah",0.128874544191944,2,"2020-2-01",2020-02-01,2307
"927","2020",147034,136774,335789,15296,36685,162330,173459,"Mar","Savannah",0.121918287708013,3,"2020-3-01",2020-03-01,11129
"928","2020",166679,120852,337890,7874,42486,174553,163337,"April","Savannah",0.114803886563186,4,"2020-4-01",2020-04-01,-11216
"929","2020",154730,122271,337359,7695,52664,162424,174935,"May","Savannah",0.122955716683489,5,"2020-5-01",2020-05-01,12511
"930","2020",161363,117424,338287,7143,52357,168506,169781,"June","Savannah",0.119333149651238,6,"2020-6-01",2020-06-01,1275
"931","2020",185548,112464,360697,7509,55175,193057,167640,"July","Savannah",0.117828315344671,7,"2020-7-01",2020-07-01,-25417
"932","2020",227537,115665,441596,5779,92615,233316,208280,"Aug","Savannah",0.146392755428228,8,"2020-8-01",2020-08-01,-25036
"933","2005",191242,77692,NA,NA,NA,NA,NA,"Jan","NYC",0.0794491774578349,1,"2005-1-01",2005-01-01,NA
"934","2005",179210,74099,NA,NA,NA,NA,NA,"Feb","NYC",0.0757749137678025,2,"2005-2-01",2005-02-01,NA
"935","2005",194984,84574,NA,NA,NA,NA,NA,"Mar","NYC",0.0864868292014484,3,"2005-3-01",2005-03-01,NA
"936","2005",184573,86723,NA,NA,NA,NA,NA,"April","NYC",0.0886844336183367,4,"2005-4-01",2005-04-01,NA
"937","2005",211414,86475,NA,NA,NA,NA,NA,"May","NYC",0.0884308245464948,5,"2005-5-01",2005-05-01,NA
"938","2005",202916,80582,NA,NA,NA,NA,NA,"June","NYC",0.0824045412385735,6,"2005-6-01",2005-06-01,NA
"939","2005",211764,81790,NA,NA,NA,NA,NA,"July","NYC",0.0836398628465778,7,"2005-7-01",2005-07-01,NA
"940","2005",199437,78994,NA,NA,NA,NA,NA,"Aug","NYC",0.0807806250850051,8,"2005-8-01",2005-08-01,NA
"941","2005",205132,77699,NA,NA,NA,NA,NA,"Sep","NYC",0.0794563357784111,9,"2005-9-01",2005-09-01,NA
"942","2005",216593,83920,NA,NA,NA,NA,NA,"Oct","NYC",0.0858180375361879,10,"2005-10-01",2005-10-01,NA
"943","2005",213802,86622,NA,NA,NA,NA,NA,"Nov","NYC",0.0885811492785947,11,"2005-11-01",2005-11-01,NA
"944","2005",197055,78713,NA,NA,NA,NA,NA,"Dec","NYC",0.0804932696447326,12,"2005-12-01",2005-12-01,NA
"945","2006",209929,80349,NA,NA,NA,NA,NA,"Jan","NYC",0.076423070448015,1,"2006-1-01",2006-01-01,NA
"946","2006",178698,76681,NA,NA,NA,NA,NA,"Feb","NYC",0.0729342924619378,2,"2006-2-01",2006-02-01,NA
"947","2006",206024,92544,NA,NA,NA,NA,NA,"Mar","NYC",0.0880222109987816,3,"2006-3-01",2006-03-01,NA
"948","2006",232782,84478,NA,NA,NA,NA,NA,"April","NYC",0.0803503235299433,4,"2006-4-01",2006-04-01,NA
"949","2006",230168,92194,NA,NA,NA,NA,NA,"May","NYC",0.087689312335988,5,"2006-5-01",2006-05-01,NA
"950","2006",220439,88883,NA,NA,NA,NA,NA,"June","NYC",0.0845400909859602,6,"2006-6-01",2006-06-01,NA
"951","2006",231820,86316,NA,NA,NA,NA,NA,"July","NYC",0.0820985170791281,7,"2006-7-01",2006-07-01,NA
"952","2006",229928,89561,NA,NA,NA,NA,NA,"Aug","NYC",0.0851849632527433,8,"2006-8-01",2006-08-01,NA
"953","2006",206291,80918,NA,NA,NA,NA,NA,"Sep","NYC",0.0769642685598138,9,"2006-9-01",2006-09-01,NA
"954","2006",236657,99318,NA,NA,NA,NA,NA,"Oct","NYC",0.0944652268323931,10,"2006-10-01",2006-10-01,NA
"955","2006",215238,95261,NA,NA,NA,NA,NA,"Nov","NYC",0.0906064557610967,11,"2006-11-01",2006-11-01,NA
"956","2006",201580,84868,NA,NA,NA,NA,NA,"Dec","NYC",0.080721267754199,12,"2006-12-01",2006-12-01,NA
"957","2007",190233,105311,NA,NA,NA,NA,NA,"Jan","NYC",0.0712570446098289,1,"2007-1-01",2007-01-01,NA
"958","2007",192377,99725,NA,NA,NA,NA,NA,"Feb","NYC",0.0674773648879527,2,"2007-2-01",2007-02-01,NA
"959","2007",233233,129066,NA,NA,NA,NA,NA,"Mar","NYC",0.087330494626508,3,"2007-3-01",2007-03-01,NA
"960","2007",190907,112554,NA,NA,NA,NA,NA,"April","NYC",0.0761579075216709,4,"2007-4-01",2007-04-01,NA
"961","2007",218807,127051,NA,NA,NA,NA,NA,"May","NYC",0.0859670763236829,5,"2007-5-01",2007-05-01,NA
"962","2007",235998,130257,NA,NA,NA,NA,NA,"June","NYC",0.0881363661891207,6,"2007-6-01",2007-06-01,NA
"963","2007",230276,115576,NA,NA,NA,NA,NA,"July","NYC",0.0782026966587117,7,"2007-7-01",2007-07-01,NA
"964","2007",245535,128799,NA,NA,NA,NA,NA,"Aug","NYC",0.0871498332434537,8,"2007-8-01",2007-08-01,NA
"965","2007",235112,129445,NA,NA,NA,NA,NA,"Sep","NYC",0.0875869390616299,9,"2007-9-01",2007-09-01,NA
