"","X","Date","Open","High","Low","Close","Volume","day"
"54",54,"06/03/1974",89.1,93.1,86,86,0,1974-06-03
"55",55,"07/01/1974",86.02,86.02,79.31,79.31,0,1974-07-01
"56",56,"08/01/1974",78.75,82.65,69.99,72.15,0,1974-08-01
"57",57,"09/03/1974",70.52,71.42,63.54,63.54,0,1974-09-03
"58",58,"10/01/1974",63.39,74.31,62.28,73.9,0,1974-10-01
"59",59,"11/01/1974",73.88,75.21,67.9,69.97,0,1974-11-01
"60",60,"12/02/1974",68.11,68.56,65.01,68.56,0,1974-12-02
"61",61,"01/02/1975",70.23,77.26,70.04,76.98,0,1975-01-02
"62",62,"02/03/1975",77.82,82.62,77.61,81.59,0,1975-02-03
"63",63,"03/03/1975",83.03,86.01,81.42,83.36,0,1975-03-03
"64",64,"04/01/1975",82.64,87.3,80.35,87.3,0,1975-04-01
"65",65,"05/01/1975",88.1,92.27,88.1,91.15,0,1975-05-01
"66",66,"06/02/1975",92.58,95.19,90.08,95.19,0,1975-06-02
"67",67,"07/01/1975",94.85,95.61,88.19,88.75,0,1975-07-01
"68",68,"08/01/1975",87.99,87.99,83.07,86.88,0,1975-08-01
"69",69,"09/02/1975",85.48,86.2,82.09,83.87,0,1975-09-02
"70",70,"10/01/1975",82.93,91.24,82.93,89.04,0,1975-10-01
"71",71,"11/03/1975",88.09,91.46,88.09,91.24,0,1975-11-03
"72",72,"12/01/1975",90.67,90.67,86.82,90.19,0,1975-12-01
"73",73,"01/02/1976",90.9,100.86,90.9,100.86,0,1976-01-02
"74",74,"02/02/1976",100.87,102.1,99.05,99.71,0,1976-02-02
"75",75,"03/01/1976",100.02,103.42,98.92,102.77,0,1976-03-01
"76",76,"04/01/1976",102.24,103.51,100.2,101.64,0,1976-04-01
"77",77,"05/03/1976",100.92,103.1,99.34,100.18,0,1976-05-03
"78",78,"06/01/1976",99.85,104.28,98.63,104.28,0,1976-06-01
"79",79,"07/01/1976",103.59,105.95,102.93,103.44,0,1976-07-01
"80",80,"08/02/1976",103.19,104.8,101.27,102.91,0,1976-08-02
"81",81,"09/01/1976",104.06,107.83,103.92,105.24,0,1976-09-01
"82",82,"10/01/1976",104.17,104.17,99.96,102.9,0,1976-10-01
"83",83,"11/01/1976",103.1,103.15,98.81,102.1,0,1976-11-01
"84",84,"12/01/1976",102.49,107.46,102.12,107.46,0,1976-12-01
"85",85,"01/03/1977",107,107,101.79,102.03,0,1977-01-03
"86",86,"02/01/1977",102.54,102.54,99.48,99.82,0,1977-02-01
"87",87,"03/01/1977",100.66,102.17,98.42,98.42,0,1977-03-01
"88",88,"04/01/1977",99.21,101.04,97.11,98.44,0,1977-04-01
"89",89,"05/02/1977",98.93,100.3,96.12,96.12,0,1977-05-02
"90",90,"06/01/1977",96.93,101.19,96.74,100.48,0,1977-06-01
"91",91,"07/01/1977",100.1,101.79,98.64,98.85,0,1977-07-01
"92",92,"08/01/1977",99.12,99.12,96.06,96.77,0,1977-08-01
"93",93,"09/01/1977",96.83,98.01,95.04,96.53,0,1977-09-01
"94",94,"10/03/1977",96.74,96.74,91,92.34,0,1977-10-03
"95",95,"11/01/1977",91.35,96.69,90.71,94.83,0,1977-11-01
"96",96,"12/01/1977",94.69,95.1,92.5,95.1,0,1977-12-01
"97",97,"01/03/1978",93.82,93.82,88.58,89.25,0,1978-01-03
"98",98,"02/01/1978",89.93,90.83,87.04,87.04,0,1978-02-01
"99",99,"03/01/1978",87.19,90.82,86.9,89.21,0,1978-03-01
"100",100,"04/03/1978",88.46,96.83,88.46,96.83,0,1978-04-03
"101",101,"05/01/1978",97.67,99.6,95.9,97.24,0,1978-05-01
"102",102,"06/01/1978",97.35,100.32,94.6,95.53,0,1978-06-01
"103",103,"07/03/1978",95.09,100.68,94.27,100.68,0,1978-07-03
"104",104,"08/01/1978",100.66,105.08,100.66,103.29,0,1978-08-01
"105",105,"09/01/1978",103.68,106.99,101.66,102.54,0,1978-09-01
"106",106,"10/02/1978",102.96,105.39,93.15,93.15,0,1978-10-02
"107",107,"11/01/1978",96.85,96.85,92.49,94.7,0,1978-11-01
"108",108,"12/01/1978",96.28,97.52,93.44,96.11,0,1978-12-01
"109",109,"01/02/1979",96.73,101.86,96.73,99.93,0,1979-01-02
"110",110,"02/01/1979",99.96,99.96,96.13,96.28,0,1979-02-01
"111",111,"03/01/1979",96.9,102.48,96.9,101.59,0,1979-03-01
"112",112,"04/02/1979",100.9,103.34,100.9,101.76,0,1979-04-02
"113",113,"05/01/1979",101.68,101.81,98.06,99.08,0,1979-05-01
"114",114,"06/01/1979",99.17,102.91,99.17,102.91,0,1979-06-01
"115",115,"07/02/1979",101.99,104.47,101.59,103.81,0,1979-07-02
"116",116,"08/01/1979",104.17,109.32,104.04,109.32,0,1979-08-01
"117",117,"09/04/1979",107.44,110.51,106.4,109.32,0,1979-09-04
"118",118,"10/01/1979",108.56,111.27,100,101.82,0,1979-10-01
"119",119,"11/01/1979",102.57,106.81,99.87,106.16,0,1979-11-01
"120",120,"12/03/1979",105.83,109.33,105.83,107.94,0,1979-12-03
"121",121,"01/02/1980",106.5,115.85,103.26,115.12,0,1980-01-02
"122",122,"02/01/1980",114.59,120.22,111.33,113.66,0,1980-02-01
"123",123,"03/03/1980",112.95,114.34,94.23,102.09,0,1980-03-03
"124",124,"04/01/1980",102.1,106.79,98.95,106.29,0,1980-04-01
"125",125,"05/01/1980",105.68,113.69,103.5,111.24,0,1980-05-01
"126",126,"06/02/1980",110.99,118.02,110.06,114.24,0,1980-06-02
"127",127,"07/01/1980",114.64,123.93,113.54,121.67,0,1980-07-01
"128",128,"08/01/1980",121.22,127.78,119.42,122.38,0,1980-08-01
"129",129,"09/02/1980",123.29,132.17,121.79,125.48,0,1980-09-02
"130",130,"10/01/1980",126.55,135.88,124.66,127.47,0,1980-10-01
"131",131,"11/03/1980",128.7,141.96,127.23,140.52,0,1980-11-03
"132",132,"12/01/1980",138.2,140.66,125.32,135.76,0,1980-12-01
"133",133,"01/02/1981",136.01,140.32,128.57,129.55,0,1981-01-02
"134",134,"02/02/1981",127.4,132.02,124.66,131.27,0,1981-02-02
"135",135,"03/02/1981",131.7,138.38,128.56,136,0,1981-03-02
"136",136,"04/01/1981",136.39,137.72,131.58,132.87,0,1981-04-01
"137",137,"05/01/1981",132.77,134.92,128.78,132.59,0,1981-05-01
"138",138,"06/01/1981",132.84,135.67,128.77,131.21,0,1981-06-01
"139",139,"07/01/1981",130.16,131.78,125.96,130.92,0,1981-07-01
"140",140,"08/03/1981",130.53,135.49,122.29,122.79,0,1981-08-03
"141",141,"09/01/1981",122.84,124.58,110.19,116.18,0,1981-09-01
"142",142,"10/01/1981",116.58,123.28,115,121.89,0,1981-10-01
"143",143,"11/02/1981",123.89,126.97,119.13,126.35,0,1981-11-02
"144",144,"12/01/1981",126.08,127.32,121.04,122.55,0,1981-12-01
"145",145,"01/04/1982",122.64,123.72,113.63,120.4,0,1982-01-04
"146",146,"02/01/1982",118.24,119.81,110.71,113.11,0,1982-02-01
"147",147,"03/01/1982",113.16,114.8,104.46,111.96,0,1982-03-01
"148",148,"04/01/1982",113.16,119.33,111.48,116.44,0,1982-04-01
"149",149,"05/03/1982",115.96,119.92,111.66,111.88,0,1982-05-03
"150",150,"06/01/1982",111.97,112.19,107.17,109.61,0,1982-06-01
"151",151,"07/01/1982",109.52,112.39,105.57,107.09,0,1982-07-01
"152",152,"08/02/1982",107.71,120.26,102.2,119.51,0,1982-08-02
"153",153,"09/01/1982",119.52,126.43,117.84,120.42,0,1982-09-01
"154",154,"10/01/1982",120.4,140.4,120.15,133.72,0,1982-10-01
"155",155,"11/01/1982",133.72,144.36,132.89,138.53,0,1982-11-01
"156",156,"12/01/1982",138.56,143.68,134.79,140.64,0,1982-12-01
"157",157,"01/03/1983",140.65,148.36,138.08,145.3,0,1983-01-03
"158",158,"02/01/1983",145.29,150.88,141.9,148.05,0,1983-02-01
"159",159,"03/01/1983",148.07,155.02,148.07,152.96,0,1983-03-01
"160",160,"04/04/1983",152.92,164.43,150.17,164.43,0,1983-04-04
"161",161,"05/02/1983",164.41,166.99,160.29,162.39,0,1983-05-02
"162",162,"06/01/1983",162.38,171.6,160.8,168.11,0,1983-06-01
"163",163,"07/01/1983",168.12,170.72,161.5,162.56,0,1983-07-01
"164",164,"08/01/1983",162.34,165.8,158.5,164.4,0,1983-08-01
"165",165,"09/01/1983",164.4,170.41,163.95,166.07,0,1983-09-01
"166",166,"10/03/1983",166.07,172.65,162.86,163.55,0,1983-10-03
"167",167,"11/01/1983",163.55,168.6,161.63,166.39,0,1983-11-01
"168",168,"12/01/1983",166.4,166.77,161.58,164.93,0,1983-12-01
"169",169,"01/03/1984",164.93,169.54,162.03,163.42,0,1984-01-03
"170",170,"02/01/1984",163.43,164,152.13,157.06,0,1984-02-01
"171",171,"03/01/1984",157.07,160.46,153.77,159.18,0,1984-03-01
"172",172,"04/02/1984",159.19,160.69,154.12,160.04,0,1984-04-02
"173",173,"05/01/1984",160.07,162.11,148.68,150.55,0,1984-05-01
"174",174,"06/01/1984",150.55,155.64,148.53,153.18,0,1984-06-01
"175",175,"07/02/1984",153.21,153.87,147.26,150.66,0,1984-07-02
"176",176,"08/01/1984",150.66,168.79,150.66,166.68,0,1984-08-01
"177",177,"09/04/1984",166.68,169.65,163.06,166.1,0,1984-09-04
"178",178,"10/01/1984",166.07,169.62,160.02,166.09,0,1984-10-01
"179",179,"11/01/1984",166.1,170.41,162.99,163.58,0,1984-11-01
"180",180,"12/03/1984",163.57,169.03,161.54,167.24,0,1984-12-03
"181",181,"01/02/1985",167.2,180.27,163.36,179.63,0,1985-01-02
"182",182,"02/01/1985",179.6,183.95,177.75,181.18,0,1985-02-01
"183",183,"03/01/1985",181.18,183.89,176.53,180.66,0,1985-03-01
"184",184,"04/01/1985",180.66,183.61,177.86,179.83,0,1985-04-01
"185",185,"05/01/1985",179.86,189.98,178.35,189.57,0,1985-05-01
"186",186,"06/03/1985",189.56,191.85,185.03,191.85,0,1985-06-03
"187",187,"07/01/1985",191.82,196.07,189.3,190.92,0,1985-07-01
"188",188,"08/01/1985",190.91,192.17,186.12,188.63,0,1985-08-01
"189",189,"09/03/1985",188.63,188.8,179.45,182.08,0,1985-09-03
"190",190,"10/01/1985",182.08,190.95,181.16,189.82,0,1985-10-01
"191",191,"11/01/1985",189.82,203.4,189.37,202.17,0,1985-11-01
"192",192,"12/02/1985",202.17,213.08,200.1,211.28,0,1985-12-02
"193",193,"01/02/1986",211.28,214.57,202.6,211.78,0,1986-01-02
"194",194,"02/03/1986",211.78,227.92,210.82,226.92,0,1986-02-03
"195",195,"03/03/1986",226.92,240.11,222.18,238.9,0,1986-03-03
"196",196,"04/01/1986",238.9,245.47,226.3,235.52,0,1986-04-01
"197",197,"05/01/1986",235.52,249.19,232.26,247.35,0,1986-05-01
"198",198,"06/02/1986",247.35,251.81,238.23,250.84,0,1986-06-02
"199",199,"07/01/1986",250.84,253.2,233.07,236.12,0,1986-07-01
"200",200,"08/01/1986",236.12,254.24,231.92,252.93,0,1986-08-01
"201",201,"09/02/1986",252.93,254.13,228.08,231.32,0,1986-09-02
"202",202,"10/01/1986",231.32,244.51,231.32,243.98,0,1986-10-01
"203",203,"11/03/1986",243.98,249.22,235.51,249.22,0,1986-11-03
"204",204,"12/01/1986",249.22,254.87,241.28,242.17,0,1986-12-01
"205",205,"01/02/1987",242.17,280.96,242.17,274.08,0,1987-01-02
"206",206,"02/02/1987",274.08,287.55,273.16,284.2,0,1987-02-02
"207",207,"03/02/1987",284.2,302.72,282.3,291.7,0,1987-03-02
"208",208,"04/01/1987",291.7,303.65,275.67,288.3599,0,1987-04-01
"209",209,"05/01/1987",288.3599,298.6899,277.0098,290.0999,0,1987-05-01
"210",210,"06/01/1987",290.0999,310.2698,286.9299,304,0,1987-06-01
"211",211,"07/01/1987",304,318.8499,302.5298,318.6599,0,1987-07-01
"212",212,"08/03/1987",318.6599,337.8899,314.5098,329.7998,0,1987-08-03
"213",213,"09/01/1987",329.7998,332.1799,308.5598,321.8298,0,1987-09-01
"214",214,"10/01/1987",321.8298,328.9399,216.46,251.79,0,1987-10-01
"215",215,"11/02/1987",251.79,257.21,225.78,230.3,0,1987-11-02
"216",216,"12/01/1987",230.3,253.35,221.24,247.08,0,1987-12-01
"217",217,"01/04/1988",247.08,261.7798,240.17,257.0698,0,1988-01-04
"218",218,"02/01/1988",257.0698,267.8198,247.82,267.8198,0,1988-02-01
"219",219,"03/01/1988",267.8198,272.6399,256.0698,258.8899,0,1988-03-01
"220",220,"04/04/1988",258.8899,272.0498,254.71,261.3298,0,1988-04-04
